dirty_name,dirty_label,name_length,word_count,has_prefix,has_suffix,is_uppercase,has_numbers,has_special_chars,prefix
yodel Muxo PTY Limited,Company,22,4,False,True,False,False,False,None
Prof. Debbie Masilela,Person,21,3,False,False,False,False,True,None
FRANK SIBIYA,Person,12,2,False,False,True,False,False,None
MS Dr. Thandeka Alberts,Person,23,4,False,False,False,False,True,None
Izio Twitterworks browsecat REALMIX PTY LTD.,Company,44,6,False,True,False,False,True,None
Skyvu Skalith Group,Company,19,3,False,False,False,False,False,None
Sr. morne lombard,Person,17,3,False,False,False,False,True,None
Clemente Mattessen,Person,18,2,False,False,False,False,False,None
Personal Human,Person,14,2,False,False,False,False,False,None
Livefish Npath skidoo Group,Company,27,4,False,False,False,False,False,None
anna malan,Person,10,2,False,False,False,False,False,None
Mrs rudi samuels,Person,16,3,False,False,False,False,False,None
Miss Aimée Kitlee,Person,17,3,False,False,False,False,False,None
DR Kimmy Siddele,Person,16,3,False,False,False,False,False,None
Dr. Richard George,Person,18,3,False,False,False,False,True,None
DEREK NKABINDE,Person,14,2,False,False,True,False,False,None
Mr. Stefan Wentzel,Person,18,3,False,False,False,False,True,None
LORA STOCKLEY,Person,13,2,False,False,True,False,False,None
Mr. JUDICAËL FILLERY,Person,20,3,False,False,False,False,True,None
aivee Agivu Partnership,Company,23,3,False,False,False,False,False,None
MRS. GLORIA MOFOKENG,Person,20,3,True,False,True,False,True,MRS.
Lynea Thick,Company,11,2,False,False,False,False,False,None
Miss hon. nomfundo mostert,Person,26,4,False,False,False,False,True,None
brent evans,Person,11,2,False,False,False,False,False,None
Mrs Joshuah Ruilton,Person,19,3,False,False,False,False,False,None
rev. monique white,Company,18,3,False,False,False,False,True,None
Joe Drugan,Person,10,2,False,False,False,False,False,None
hon. colin steyn,Person,16,3,False,False,False,False,True,None
Vuyokazi Mokoena,Person,16,2,False,False,False,False,False,None
Brena Danilchenko,Person,17,2,False,False,False,False,False,None
prof. thandeka miller,Person,21,3,False,False,False,False,True,None
Tagcat TRILITH yata Limited.,Company,28,4,False,False,False,False,True,None
rev. hennie salie,Person,17,3,False,False,False,False,True,None
Marthinus Langa,Person,15,2,False,False,False,False,False,None
company image sports cc,Company,23,4,False,False,False,False,False,None
sandra kelly,Person,12,2,False,False,False,False,False,None
chickie savary,Person,14,2,False,False,False,False,False,None
bongiwe jooste,Person,14,2,False,False,False,False,False,None
Mogamat du Toit,Person,15,3,False,False,False,False,False,None
MS ALEXEI VASYUTKIN,Person,19,3,False,False,True,False,False,None
HON. TONY DUMA,Person,14,3,True,False,True,False,True,HON.
Prof. Karabo May,Person,16,3,False,False,False,False,True,None
DR THAPELO OLIVER,Person,17,3,False,False,True,False,False,None
Anna Bennett,Person,12,2,False,False,False,False,False,None
Alexis Joao,Person,11,2,False,False,False,False,False,None
MRS Ursula Masilela,Person,19,3,False,False,False,False,False,None
Conrad Oberholzer,Person,17,2,False,False,False,False,False,None
Bat Klaussen,Person,12,2,False,False,False,False,False,None
Jeniece Godspeede,Person,17,2,False,False,False,False,False,None
MASSMART RETAIL (PTY) LTD.,Company,26,4,False,True,True,False,True,None
Ntokozo Greeff,Company,14,2,False,False,False,False,False,None
Dr shane khoza,Person,14,3,False,False,False,False,False,None
Nhlanhla Palmer,Person,15,2,False,False,False,False,False,None
BARNIE FALLOON,Person,14,2,False,False,True,False,False,None
Dr. Philip May,Person,14,3,False,False,False,False,True,None
Eastern Mennonite University,University,28,3,False,False,False,False,False,None
DR. fee raveau,Person,14,3,True,False,False,False,True,DR.
ms. fiona louw,Person,14,3,False,False,False,False,True,None
Nonkululeko Van Der Berg,Person,24,4,False,False,False,False,False,None
Yotz Family Trust,Company,17,3,False,False,False,False,False,None
Xolani Gounden,Person,14,2,False,False,False,False,False,None
Nicolette Jordaan,Company,17,2,False,False,False,False,False,None
TOPICBLAB Skinder mydo Fd,Company,25,4,False,False,False,False,False,None
Mrs. Jeremy Anthony,Person,19,3,False,False,False,False,True,None
MS Thulani Bosman,Person,17,3,False,False,False,False,False,None
Marjorie Edwards,Person,16,2,False,False,False,False,False,None
HARRIET GRANCHER,Person,16,2,False,False,True,False,False,None
DANNIE HUMPHRIS,Person,15,2,False,False,True,False,False,None
tessa keegan,Person,12,2,False,False,False,False,False,None
Blogpad Mynte Meembee LLC.,Company,26,4,False,True,False,False,True,None
MR Lindiwe Müller,Person,17,3,False,False,False,False,False,None
rosamund paula,Person,14,2,False,False,False,False,False,None
Stanley Move,Person,12,2,False,False,False,False,False,None
Dr Jason Groenewald,Person,19,3,False,False,False,False,False,None
thandi gordon,Person,13,2,False,False,False,False,False,None
BRIDE VOGELER,Person,13,2,False,False,True,False,False,None
Channa Whiley,Person,13,2,False,False,False,False,False,None
Rev. Ashley Chetty,Person,18,3,False,False,False,False,True,None
Mrs. Lungile Cooper,Company,19,3,False,False,False,False,True,None
BAREND SEPTEMBER,Person,16,2,False,False,True,False,False,None
Timmy Rendle,Company,12,2,False,False,False,False,False,None
emmanuel pather,Person,15,2,False,False,False,False,False,None
Gtc Investment Holdings Administration (Pt Y) Ltd.,Company,50,7,False,True,False,False,True,None
de depot pty ltd,Company,16,4,False,True,False,False,False,None
melissa khosa,Person,13,2,False,False,False,False,False,None
NOSIPHO CONRADIE,Person,16,2,False,False,True,False,False,None
Gerti Pesek,Person,11,2,False,False,False,False,False,None
EAZZY LEENTI Meedoo CAMIDO C.C.,Company,31,5,False,False,False,False,True,None
thato moloi,Person,11,2,False,False,False,False,False,None
BLOGTAG Corp.,Company,13,2,False,True,False,False,True,None
BELINDA VAN DYK,Person,15,3,False,False,True,False,False,None
CORA KEDDIE,Person,11,2,False,False,True,False,False,None
Nosipho Masuku,Person,14,2,False,False,False,False,False,None
Vivian Dulen,Person,12,2,False,False,False,False,False,None
Nozipho Malan,Person,13,2,False,False,False,False,False,None
Cécile Cockerill,Person,16,2,False,False,False,False,False,None
ESTEBAN MCPARTLIN,Company,17,2,False,False,True,False,False,None
Dr. Stefania Louw,Person,17,3,False,False,False,False,True,None
ruashi capital lp,Company,17,3,False,False,False,False,False,None
Botswabo Cc,Company,11,2,False,False,False,False,False,None
cariotta deviney,Person,16,2,False,False,False,False,False,None
Néhémie Gowry,Person,13,2,False,False,False,False,False,None
Mrs. PROF. NOKUTHULA LEE,Person,24,4,False,False,False,False,True,None
naéva cometson,Person,14,2,False,False,False,False,False,None
Mrs. ROBIN JOUBERT,Person,18,3,False,False,False,False,True,None
Lily Marqyes,Person,12,2,False,False,False,False,False,None
Valérie Wallington,Person,18,2,False,False,False,False,False,None
Vinder PLC.,Company,11,2,False,False,False,False,True,None
STANFRA TRADING,Company,15,2,False,False,True,False,False,None
kagiso gounden,Person,14,2,False,False,False,False,False,None
Zandile Fortuin,Person,15,2,False,False,False,False,False,None
REALBLAB Kare buzzdog Private,Company,29,4,False,False,False,False,False,None
Cooker And Kids Manufacturing Cc,Company,32,5,False,False,False,False,False,None
NÉHÉMIE DRIVER,Person,14,2,False,False,True,False,False,None
Hon. Benjamin Reddy,Person,19,3,False,False,False,False,True,None
"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",University,114,10,False,False,False,False,True,None
Dr Ricardo Moses,Person,16,3,False,False,False,False,False,None
noll tremlett,Person,13,2,False,False,False,False,False,None
MR EMMALYNN FARN,Person,16,3,False,False,True,False,False,None
Loren Gasking,Person,13,2,False,False,False,False,False,None
MS MAXIMILIEN DOSSETTOR,Person,23,3,False,False,True,False,False,None
DR kabelo maluleka,Person,18,3,False,False,False,False,False,None
Chongqing Normal University Foreign Trade And Business College,University,62,8,False,False,False,False,False,None
nozipho mohamed,Person,15,2,False,False,False,False,False,None
Prof. thato esterhuizen,Person,23,3,False,False,False,False,True,None
Mandisa Davids,Person,14,2,False,False,False,False,False,None
béatrice dansie,Person,15,2,False,False,False,False,False,None
Mrs. Vusi Hughes,Person,16,3,False,False,False,False,True,None
ROB BUTHELEZI,Person,13,2,False,False,True,False,False,None
Tania Zulu,Person,10,2,False,False,False,False,False,None
Dr. Wynand Manuel,Person,17,3,False,False,False,False,True,None
Dr Sibylle Cockling,Person,19,3,False,False,False,False,False,None
CIRILLO ROWES,Person,13,2,False,False,True,False,False,None
VIDOVIK JERRAMS,Person,15,2,False,False,True,False,False,None
Debbie Otto,Company,11,2,False,False,False,False,False,None
Phumzile September,Person,18,2,False,False,False,False,False,None
MS TÁN TICKSALL,Person,15,3,False,False,True,False,False,None
Your Bezuidenhout,Person,17,2,False,False,False,False,False,None
VICROBOB INVESTMENTS CC,Company,23,3,False,False,True,False,False,None
PIETER BANDA,Person,12,2,False,False,True,False,False,None
jean david,Person,10,2,False,False,False,False,False,None
Prof. joy deluca,Person,16,3,False,False,False,False,True,None
Neil Vorster,Person,12,2,False,False,False,False,False,None
CONCHITA MCGINN,Person,15,2,False,False,True,False,False,None
mélia pedrollo,Person,14,2,False,False,False,False,False,None
Vuyokazi Van Der Merwe,Company,22,4,False,False,False,False,False,None
VOONDER thoughtbeat Skivee TRUDOO Pty Ltd,Company,41,6,False,True,False,False,False,None
Miss Marthinus Cassim,Person,21,3,False,False,False,False,False,None
Sr. Noll Hayford,Person,16,3,False,False,False,False,True,None
ETIENNE BEUKES,Person,14,2,False,False,True,False,False,None
Colline Vany,Person,12,2,False,False,False,False,False,None
Lizelle Oosthuizen,Person,18,2,False,False,False,False,False,None
Centizu Topiczoom Skimia Group,Company,30,4,False,False,False,False,False,None
mr. marthinus schutte,Person,21,3,False,False,False,False,True,None
VIPE Gigashots Blogspan Funds,Company,29,4,False,False,False,False,False,None
Christine Mathe,Person,15,2,False,False,False,False,False,None
MRS Ilyssa Durrans,Person,18,3,False,False,False,False,False,None
NOMPUMELELO LAWRENCE,Person,20,2,False,False,True,False,False,None
takalani mudau,Person,14,2,False,False,False,False,False,None
Sr. LEON DU PREEZ,Person,17,4,False,False,False,False,True,None
DR hewe smithson,Person,16,3,False,False,False,False,False,None
Thulani Sibanyoni,Person,17,2,False,False,False,False,False,None
catalyst trading 372 pl,Company,23,4,False,False,False,True,False,None
JANEAN HAMMEL,Company,13,2,False,False,True,False,False,None
LEON SAMUELS,Person,12,2,False,False,True,False,False,None
DUDUZILE HUGHES,Person,15,2,False,False,True,False,False,None
FADEO dabjam Pty,Company,16,3,False,True,False,False,False,None
contrust investments no 93 proprietary ltd,Company,42,6,False,True,False,True,False,None
Yakidoo Pty Ltd,Company,15,3,False,True,False,False,False,None
Mr. Werner Kunene,Person,17,3,False,False,False,False,True,None
LINKBRIDGE S.P.,Company,15,2,False,False,True,False,True,None
PAUL DU PLOOY,Person,13,3,False,False,True,False,False,None
Andries Van Jaarsveld,Person,21,3,False,False,False,False,False,None
russell cassim,Person,14,2,False,False,False,False,False,None
Dr PRINCE VERMAAK,Person,17,3,False,False,False,False,False,None
RENÉE GRISHKOV,Person,14,2,False,False,True,False,False,None
DR. Marlena Tupie,Person,17,3,True,False,False,False,True,DR.
RAYMOND MAY,Person,11,2,False,False,True,False,False,None
JACQUELINE SMIT,Person,15,2,False,False,True,False,False,None
brent nzimande,Person,14,2,False,False,False,False,False,None
Hon. Brandon Bothma,Person,19,3,False,False,False,False,True,None
Willow Pratton,Person,14,2,False,False,False,False,False,None
catherine bowsher,Person,17,2,False,False,False,False,False,None
university of indianapolis in athens,University,36,5,False,False,False,False,False,None
Paul Clarke,Person,11,2,False,False,False,False,False,None
Sibongile Mchunu,Person,16,2,False,False,False,False,False,None
DR. MARTHA CLOETE,Person,17,3,True,False,True,False,True,DR.
Miss EBBA SHUCKSMITH,Person,20,3,False,False,False,False,False,None
Clerissa Pettko,Person,15,2,False,False,False,False,False,None
DR. chucho sadgrove,Person,19,3,True,False,False,False,True,DR.
Méline Munro,Person,12,2,False,False,False,False,False,None
Shuffledrive Partnership,Company,24,2,False,False,False,False,False,None
Claudia Letsoalo,Person,16,2,False,False,False,False,False,None
nicolaas basson,Person,15,2,False,False,False,False,False,None
Mélinda Prozescky,Person,17,2,False,False,False,False,False,None
Twitterwire edgeclub gabvine LLP,Company,32,4,False,False,False,False,False,None
youtags MEEDOO Proprietary Limited,Company,34,4,False,False,False,False,False,None
Jeffrey Khoza,Person,13,2,False,False,False,False,False,None
WORDWARE Tagtune Browsecat MYBUZZ CC,Company,36,5,False,False,False,False,False,None
FIKILE STEYN,Person,12,2,False,False,True,False,False,None
Danella Sayer,Person,13,2,False,False,False,False,False,None
Adélie Steinor,Person,14,2,False,False,False,False,False,None
Yóu Fawloe,Person,10,2,False,False,False,False,False,None
christian gowenlock,Person,19,2,False,False,False,False,False,None
Rev. Peter Van Aswegen,Person,22,4,False,False,False,False,True,None
Refiloe Zulu,Person,12,2,False,False,False,False,False,None
Dr Charlotte Campbell,Person,21,3,False,False,False,False,False,None
Xolani Van Eeden,Person,16,3,False,False,False,False,False,None
Prof. Nosipho Slabbert,Person,22,3,False,False,False,False,True,None
Gerrit Williams,Person,15,2,False,False,False,False,False,None
SUSAN SKOSANA,Person,13,2,False,False,True,False,False,None
Twitternation & Co.,Company,19,3,False,False,False,False,True,None
killian cotherill,Person,17,2,False,False,False,False,False,None
Uta Dybell,Company,10,2,False,False,False,False,False,None
Mr Neale Skillern,Person,17,3,False,False,False,False,False,None
Rodney Buys,Person,11,2,False,False,False,False,False,None
TEBOGO ELS,Person,10,2,False,False,True,False,False,None
Hesther Hartmann,Person,16,2,False,False,False,False,False,None
Edgeblab Buzzdog EDGEIFY zazio Corp.,Company,36,5,False,True,False,False,True,None
Dimakatso Mhlanga,Person,17,2,False,False,False,False,False,None
Refiloe Madlala,Person,15,2,False,False,False,False,False,None
Mrs. Mandisa Khoza,Person,18,3,False,False,False,False,True,None
Mr. Desirée Baldung,Person,19,3,False,False,False,False,True,None
Louis Neethling,Person,15,2,False,False,False,False,False,None
MISS DUMISANI DE VILLIERS,Person,25,4,False,False,True,False,False,None
Hon. Stefan Cassim,Person,18,3,False,False,False,False,True,None
Linktype Company,Company,16,2,False,False,False,False,False,None
DABVINE COGILITH Kamba Fund,Company,27,4,False,False,False,False,False,None
Luther College,University,14,2,False,False,False,False,False,None
Tiebout Pauley,Person,14,2,False,False,False,False,False,None
Prof. Anthea Khanyile,Person,21,3,False,False,False,False,True,None
alan oliver,Company,11,2,False,False,False,False,False,None
HON. NICOLENE GROENEWALD,Person,24,3,True,False,True,False,True,HON.
Miss Léane Campey,Person,17,3,False,False,False,False,False,None
rapid consulting pl,Company,19,3,False,False,False,False,False,None
hon. allan zondi,Person,16,3,False,False,False,False,True,None
Sr. georgianne forge,Person,20,3,False,False,False,False,True,None
Université François Rabelais de Tours,University,37,5,False,False,False,False,False,None
Carel Ntuli,Person,11,2,False,False,False,False,False,None
CAMIDO PTY (LTD).,Company,17,3,False,True,True,False,True,None
MS graeme rodbourne,Person,19,3,False,False,False,False,False,None
Thembi Kumalo,Person,13,2,False,False,False,False,False,None
Kristen Dearnaly,Person,16,2,False,False,False,False,False,None
vicki toombes,Person,13,2,False,False,False,False,False,None
FELIZA SHALLCROSS,Person,17,2,False,False,True,False,False,None
Gaëlle Birchall,Person,15,2,False,False,False,False,False,None
Dr MILÉNA VASILIK,Person,17,3,False,False,False,False,False,None
Prudence Braithwait,Person,19,2,False,False,False,False,False,None
Mr Ransell Whitley,Person,18,3,False,False,False,False,False,None
Dr. dr. stephen coetzee,Person,23,4,False,False,False,False,True,None
Leonelle Presswell,Person,18,2,False,False,False,False,False,None
Jo Ann Riccardelli,Person,18,3,False,False,False,False,False,None
Odelia Busek,Person,12,2,False,False,False,False,False,None
Miboo Jayo Roodel THOUGHTBRIDGE Gmbh Co.,Company,40,6,False,False,False,False,True,None
Trupe Brainverse ROODEL YOZIO PTY LTD.,Company,38,6,False,True,False,False,True,None
DR. RONEL EVANS,Person,15,3,True,False,True,False,True,DR.
Wordify EAYO Gmbh Co.,Company,21,4,False,False,False,False,True,None
Prof. Maëlys Bogays,Person,19,3,False,False,False,False,True,None
sibongile mkhize,Person,16,2,False,False,False,False,False,None
Mrs. Mashudu Bekker,Person,19,3,False,False,False,False,True,None
Gregorio Grimmert,Person,17,2,False,False,False,False,False,None
Jason Khan,Person,10,2,False,False,False,False,False,None
Mrs. MANUEL ROBKER,Person,18,3,False,False,False,False,True,None
siphokazi cassim,Person,16,2,False,False,False,False,False,None
Prof. Bongani Davids,Person,20,3,False,False,False,False,True,None
topicware agivu Miboo L.t.d.,Company,28,4,False,False,False,False,True,None
Rhyzio GABTYPE Devify LLC.,Company,26,4,False,True,False,False,True,None
nonhlanhla loubser,Person,18,2,False,False,False,False,False,None
Mrs ansley westney,Person,18,3,False,False,False,False,False,None
DESMOND ADONIS,Person,14,2,False,False,True,False,False,None
Dr. nicolaas mabena,Person,19,3,False,False,False,False,True,None
Mr Neville Lawrence,Person,19,3,False,False,False,False,False,None
Joyce Thorrold,Person,14,2,False,False,False,False,False,None
Miss mrs. jacqueline masilela,Person,29,4,False,False,False,False,True,None
Jenny Alexander,Person,15,2,False,False,False,False,False,None
Una Henzley,Person,11,2,False,False,False,False,False,None
URSULA NENE,Person,11,2,False,False,True,False,False,None
Npath VIVA topiczoom SICAV,Company,26,4,False,False,False,False,False,None
vinte & Co,Company,10,3,False,False,False,False,True,None
MRS THABO FRANCIS,Person,17,3,False,False,True,False,False,None
Jean Liebenberg,Company,15,2,False,False,False,False,False,None
Marie Jeanne Gaymar,Person,19,3,False,False,False,False,False,None
Canine Trading (Pty) Ltd,Company,24,4,False,True,False,False,True,None
Véronique Keedwell,Person,18,2,False,False,False,False,False,None
Jennifer Tladi,Person,14,2,False,False,False,False,False,None
Fikile Ndebele,Company,14,2,False,False,False,False,False,None
BABALWA VAN DEN HEEVER,Person,22,4,False,False,True,False,False,None
Marta Shergold,Person,14,2,False,False,False,False,False,None
Waterfront Estate Cc,Company,20,3,False,False,False,False,False,None
naëlle dorricott,Person,16,2,False,False,False,False,False,None
DR. KETTIE KESLEY,Person,17,3,True,False,True,False,True,DR.
Marleah Greenough,Person,17,2,False,False,False,False,False,None
grace ngobeni,Person,13,2,False,False,False,False,False,None
tekfly WORDWARE Flashdog Family Trust,Company,37,5,False,False,False,False,False,None
winn birdsall,Person,13,2,False,False,False,False,False,None
prof. sizwe visagie,Person,19,3,False,False,False,False,True,None
Teirtza Zealander,Person,17,2,False,False,False,False,False,None
Ashley Zungu,Person,12,2,False,False,False,False,False,None
lilia matyatin,Person,14,2,False,False,False,False,False,None
GILLIAN WOOD,Person,12,2,False,False,True,False,False,None
Sr. illustrée antusch,Person,21,3,False,False,False,False,True,None
SONNY ERWIN,Company,11,2,False,False,True,False,False,None
aurélie frude,Person,13,2,False,False,False,False,False,None
Rush University,University,15,2,False,False,False,False,False,None
Geba linkbridge A.S.,Company,20,3,False,False,False,False,True,None
realbridge buzzbean Mydo Oozz Consortium,Company,40,5,False,False,False,False,False,None
MATTHEW MALAN,Person,13,2,False,False,True,False,False,None
CHRISTIAN HUMAN,Person,15,2,False,False,True,False,False,None
Prof. PROF. JENNIFER XULU,Person,25,4,False,False,False,False,True,None
Roanna Pontin,Person,13,2,False,False,False,False,False,None
MARC BOUWER,Person,11,2,False,False,True,False,False,None
Nancie Leeuwerink,Person,17,2,False,False,False,False,False,None
Médiamass Rentoll,Person,17,2,False,False,False,False,False,None
ABRA YEGOROV,Company,12,2,False,False,True,False,False,None
MR Carena Cary,Person,14,3,False,False,False,False,False,None
DR. Theresina Hotson,Person,20,3,True,False,False,False,True,DR.
Prof. Wayne Swanepoel,Person,21,3,False,False,False,False,True,None
REV. JEFFREY NAIDU,Person,18,3,True,False,True,False,True,REV.
Agustin Sonnenschein,Person,20,2,False,False,False,False,False,None
Miss Hon. Natalie Van Vuuren,Person,28,5,False,False,False,False,True,None
Lorraine Ferreira,Person,17,2,False,False,False,False,False,None
willyt mosson,Person,13,2,False,False,False,False,False,None
faith baloyi,Person,12,2,False,False,False,False,False,None
feedfish Cogibox Family Trust,Person,29,4,False,False,False,False,False,None
ALLAN LEATHES,Person,13,2,False,False,True,False,False,None
Alecia Moult,Person,12,2,False,False,False,False,False,None
Brig Piotrowski,Person,15,2,False,False,False,False,False,None
Miss HON. SYLVIA BRITS,Person,22,4,False,False,False,False,True,None
DR. Holden Saddington,Person,21,3,True,False,False,False,True,DR.
Humfrey Christy,Person,15,2,False,False,False,False,False,None
STEPHEN DE JAGER,Person,16,3,False,False,True,False,False,None
Alfreda Mc Vanamy,Person,17,3,False,False,False,False,False,None
Mrs tori eglinton,Person,17,3,False,False,False,False,False,None
Julian Van Tonder,Person,17,3,False,False,False,False,False,None
tumelo joseph,Person,13,2,False,False,False,False,False,None
DR. belle gever,Person,15,3,True,False,False,False,True,DR.
Sande Timothy,Person,13,2,False,False,False,False,False,None
BUZZBEAN MEEDOO Zooxo Funds,Company,27,4,False,False,False,False,False,None
Oyonder yamia inc.,Company,18,3,False,True,False,False,True,None
Mr Berny Fairclough,Person,19,3,False,False,False,False,False,None
MRS Pietra Koschke,Person,18,3,False,False,False,False,False,None
Natty Patton,Person,12,2,False,False,False,False,False,None
Shufflebeat Proprietary Limited,Company,31,3,False,False,False,False,False,None
BRYCE HASSELL,Person,13,2,False,False,True,False,False,None
Dr CONSOLATA BUGLAR,Person,19,3,False,False,False,False,False,None
Táng Massie,Person,11,2,False,False,False,False,False,None
Darell Curror,Person,13,2,False,False,False,False,False,None
dr. bulelwa bosch,Person,17,3,False,False,False,False,True,None
Fikile George,Person,13,2,False,False,False,False,False,None
WÁ GOLDIS,Person,9,2,False,False,True,False,False,None
To Ngema,Person,8,2,False,False,False,False,False,None
lyell tuckley,Person,13,2,False,False,False,False,False,None
Nikos Lucks,Person,11,2,False,False,False,False,False,None
Twinder Inno Z Quimba Jabberstorm Ltd,Company,37,6,False,True,False,False,False,None
voonix Shufflebeat Vinder Funds,Company,31,4,False,False,False,False,False,None
Sean Richards,Person,13,2,False,False,False,False,False,None
Roger Moloi,Person,11,2,False,False,False,False,False,None
bml property cc,Company,15,3,False,False,False,False,False,None
TUMELO MALINGA,Person,14,2,False,False,True,False,False,None
VENUS SEACOMBE,Person,14,2,False,False,True,False,False,None
jane palmer,Person,11,2,False,False,False,False,False,None
REV. SHAUN FOURIE,Person,17,3,True,False,True,False,True,REV.
Gigashots centizu Jazzy Joint Venture,Company,37,5,False,False,False,False,False,None
garth buys,Person,10,2,False,False,False,False,False,None
livvy marchello,Person,15,2,False,False,False,False,False,None
MELISSA SOULE,Company,13,2,False,False,True,False,False,None
mén meriguet,Person,12,2,False,False,False,False,False,None
steven may,Person,10,2,False,False,False,False,False,None
patin marsters,Person,14,2,False,False,False,False,False,None
Hon. Donald Phiri,Person,17,3,False,False,False,False,True,None
Dr. Zandile Shongwe,Person,19,3,False,False,False,False,True,None
China Project AM MATBALI,Company,24,4,False,False,False,False,False,None
Marketing Power International Ltd,Company,33,4,False,True,False,False,False,None
Mr Judicaël Sandeford,Person,21,3,False,False,False,False,False,None
CHAD DULSON,Person,11,2,False,False,True,False,False,None
mogamat simelane,Company,16,2,False,False,False,False,False,None
Dr. Nicholas Collins,Person,20,3,False,False,False,False,True,None
DARILL SHARRARD,Person,15,2,False,False,True,False,False,None
DUMISANI JOSEPH,Person,15,2,False,False,True,False,False,None
miss alison van der westhuizen,Person,30,5,False,False,False,False,False,None
Worlington Treasury Pl,Company,22,3,False,False,False,False,False,None
Jo Liddy,Person,8,2,False,False,False,False,False,None
Prof. hesther dandie,Person,20,3,False,False,False,False,True,None
Dr Elberta Eam,Person,14,3,False,False,False,False,False,None
dr. christian van niekerk,Person,25,4,False,False,False,False,True,None
CHARLENE GROENEWALD,Person,19,2,False,False,True,False,False,None
FAITH JANSEN VAN RENSBURG,Person,25,4,False,False,True,False,False,None
MISS IAN LOTTERING,Person,18,3,False,False,True,False,False,None
Patrice Noon,Person,12,2,False,False,False,False,False,None
Miss Alison Maree,Person,17,3,False,False,False,False,False,None
Mr Jaco Hlophe,Person,14,3,False,False,False,False,False,None
Tazz Jazzy Jv Co.,Company,17,4,False,False,False,False,True,None
ANNE-CORINNE LEAMAN,Person,19,2,False,False,True,False,True,None
Nester Swaden,Person,13,2,False,False,False,False,False,None
celeste muller,Person,14,2,False,False,False,False,False,None
your ismail,Person,11,2,False,False,False,False,False,None
yénora carlett,Person,14,2,False,False,False,False,False,None
PETER VAN HEERDEN,Person,17,3,False,False,True,False,False,None
Dr Dumisani Zuma,Person,16,3,False,False,False,False,False,None
RUSSELL JACOBS,Person,14,2,False,False,True,False,False,None
nonkululeko mashinini,Person,21,2,False,False,False,False,False,None
Frans van Staden,Person,16,3,False,False,False,False,False,None
Miss Mrs. Mashudu Swartz,Person,24,4,False,False,False,False,True,None
Miss Zama Naidoo,Person,16,3,False,False,False,False,False,None
Lyn McKellen,Person,12,2,False,False,False,False,False,None
buitenbig (pty) ltd,Company,19,3,False,True,False,False,True,None
Garfield Beardshaw,Person,18,2,False,False,False,False,False,None
Lesley Moosa,Person,12,2,False,False,False,False,False,None
Ms. Yolandi Wessels,Person,19,3,False,False,False,False,True,None
dr. ntokozo wilson,Person,18,3,False,False,False,False,True,None
Océanne Clearie,Person,15,2,False,False,False,False,False,None
Zanele Wright,Person,13,2,False,False,False,False,False,None
tallulah shimwell,Person,17,2,False,False,False,False,False,None
Merrile Rotchell,Person,16,2,False,False,False,False,False,None
Derek Govender,Person,14,2,False,False,False,False,False,None
Tshepiso Moore,Person,14,2,False,False,False,False,False,None
Hyatt Hotels Corp,Company,17,3,False,True,False,False,False,None
alfred dladla,Person,13,2,False,False,False,False,False,None
VERONICA VAN DER MERWE,Person,22,4,False,False,True,False,False,None
CHRYSA BARRS,Person,12,2,False,False,True,False,False,None
jacobus maphumulo,Person,17,2,False,False,False,False,False,None
Miss Cheryl Viljoen,Person,19,3,False,False,False,False,False,None
AVAMM cogibox PLC,Company,17,3,False,False,False,False,False,None
Gerome Westmarland,Person,18,2,False,False,False,False,False,None
DONOVAN LE ROUX,Person,15,3,False,False,True,False,False,None
STARFIELD CAP 3,Company,15,3,False,False,True,True,False,None
Brett Whithalgh,Person,15,2,False,False,False,False,False,None
Mrs. Oralle Smoughton,Person,21,3,False,False,False,False,True,None
Dabfeed Zoomdog rhyloo Dazzlesphere Pty (Ltd),Company,45,6,False,True,False,False,True,None
SELLO PRETORIUS,Person,15,2,False,False,True,False,False,None
TERRYE DINNINGTON,Person,17,2,False,False,True,False,False,None
Mr keith petersen,Person,17,3,False,False,False,False,False,None
MRS Salli Aldrin,Person,16,3,False,False,False,False,False,None
Nadine Maphumulo,Person,16,2,False,False,False,False,False,None
NKOSINATHI VAN TONDER,Person,21,3,False,False,True,False,False,None
PIETER NTOMBELA,Person,15,2,False,False,True,False,False,None
Morgan Stanley financial Produ,Company,30,4,False,False,False,False,False,None
DODE MACPEAKE,Person,13,2,False,False,True,False,False,None
KARIN MATHE,Person,11,2,False,False,True,False,False,None
Gert Kekana,Person,11,2,False,False,False,False,False,None
maris burbank,Person,13,2,False,False,False,False,False,None
Mr. hilton hanratty,Company,19,3,False,False,False,False,True,None
Dr Anthea Padayachee,Person,20,3,False,False,False,False,False,None
Linq Asia Mutual Fund,Company,21,4,False,False,False,False,False,None
AL DAHRA AGRICULTURE NIGERIA PTY LTD,Company,36,6,False,True,True,False,False,None
Miss MRS. LESLEY ENSLIN,Person,23,4,False,False,False,False,True,None
Mr audréanne alliker,Person,20,3,False,False,False,False,False,None
Dr Tony Eayres,Person,14,3,False,False,False,False,False,None
Miss prof. matthew coetzer,Person,26,4,False,False,False,False,True,None
Lindiwe du Plessis,Person,18,3,False,False,False,False,False,None
marlyn hawkshaw,Company,15,2,False,False,False,False,False,None
